DATE: 2020-02-29 12:26:03 AM Exception: org.omg.CORBA.COMM_FAILURE:   vmcid: SUN  minor code: 201  completed: No
DATE: 2020-02-29 12:26:03 AM  Server Shutting down
DATE: 2020-02-29 12:43:23 AM Exception: org.omg.CORBA.COMM_FAILURE:   vmcid: SUN  minor code: 201  completed: No
DATE: 2020-02-29 12:43:23 AM  Server Shutting down
DATE: 2020-02-29 01:03:00 AM  Server is Up & Running
DATE: 2020-02-29 01:03:00 AM  UDP Server Started at port 8888
DATE: 2020-02-29 01:03:37 AM  Server is Up & Running
DATE: 2020-02-29 01:03:37 AM  UDP Server Started at port 8888
DATE: 2020-02-29 01:04:06 AM ClientID: Event Manager | RequestType:  CORBA addEvent  | RequestParameters:  eventID: MTLE101020 eventType: Conferences bookingCapacity 2  | ServerResponse: Success: Event MTLE101020 added successfully
DATE: 2020-03-29 10:30:47 PM ClientID: QUEC1234 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully
DATE: 2020-03-29 10:30:47 PM ClientID: QUEC1234 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully;
DATE: 2020-03-29 10:30:47 PM ClientID: QUEC4114 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:30:47 PM ClientID: QUEC4114 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully
DATE: 2020-03-29 10:30:47 PM ClientID: QUEC4114 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully;
DATE: 2020-03-29 10:30:47 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:30:47 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Conferences  | ServerResponse: MONTREAL Server Conferences:
 (MTLA090620) in the Afternoon of 09/06/2020 Total[Remaining] Capacity: 2[1] ||  (MTLE101020) in the Evening of 10/10/2020 Total[Remaining] Capacity: 2[2] || 
=====================================
;
DATE: 2020-03-29 10:30:47 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:30:47 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Seminars  | ServerResponse: MONTREAL Server Seminars:
 (MTLE230620) in the Evening of 23/06/2020 Total[Remaining] Capacity: 1[1] || 
=====================================
;
DATE: 2020-03-29 10:30:47 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:30:47 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Trade Shows  | ServerResponse: MONTREAL Server Trade Shows:
 (MTLA080620) in the Afternoon of 08/06/2020 Total[Remaining] Capacity: 2[0] ||  (MTLA150620) in the Afternoon of 15/06/2020 Total[Remaining] Capacity: 12[12] || 
=====================================
;
DATE: 2020-03-29 10:30:47 PM ClientID: QUEC1234 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLEE230620 eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:34:19 PM  Server is Up & Running
DATE: 2020-03-29 10:34:19 PM  UDP Server Started at port 8888
DATE: 2020-03-29 10:34:26 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:34:26 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Conferences  | ServerResponse: MONTREAL Server Conferences:
 (MTLA090620) in the Afternoon of 09/06/2020 Total[Remaining] Capacity: 2[2] || 
=====================================
;
DATE: 2020-03-29 10:34:26 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:34:26 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Seminars  | ServerResponse: MONTREAL Server Seminars:
 (MTLE230620) in the Evening of 23/06/2020 Total[Remaining] Capacity: 1[1] || 
=====================================
;
DATE: 2020-03-29 10:34:26 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:34:26 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Trade Shows  | ServerResponse: MONTREAL Server Trade Shows:
 (MTLA080620) in the Afternoon of 08/06/2020 Total[Remaining] Capacity: 2[2] ||  (MTLA150620) in the Afternoon of 15/06/2020 Total[Remaining] Capacity: 12[12] || 
=====================================
;
DATE: 2020-03-29 10:36:19 PM ClientID: QUEC1234 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLEE230620 eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:38:45 PM  Server is Up & Running
DATE: 2020-03-29 10:38:45 PM  UDP Server Started at port 8888
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Conferences  | ServerResponse: MONTREAL Server Conferences:
 (MTLA090620) in the Afternoon of 09/06/2020 Total[Remaining] Capacity: 2[2] || 
=====================================
;
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Seminars  | ServerResponse: MONTREAL Server Seminars:
 (MTLE230620) in the Evening of 23/06/2020 Total[Remaining] Capacity: 1[1] || 
=====================================
;
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Trade Shows  | ServerResponse: MONTREAL Server Trade Shows:
 (MTLA080620) in the Afternoon of 08/06/2020 Total[Remaining] Capacity: 2[2] ||  (MTLA150620) in the Afternoon of 15/06/2020 Total[Remaining] Capacity: 12[12] || 
=====================================
;
DATE: 2020-03-29 10:38:49 PM ClientID: QUEC1234 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: QUEC1234 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars  | ServerResponse: Success: Event MTLE230620 Booked Successfully
DATE: 2020-03-29 10:38:49 PM ClientID: QUEC1234 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars  | ServerResponse: Success: Event MTLE230620 Booked Successfully;
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  CORBA removeEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event Removed Successfully
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Conferences  | ServerResponse: MONTREAL Server Conferences:
 (MTLA090620) in the Afternoon of 09/06/2020 Total[Remaining] Capacity: 2[2] || 
=====================================
;
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Seminars  | ServerResponse: MONTREAL Server Seminars:
 (MTLE230620) in the Evening of 23/06/2020 Total[Remaining] Capacity: 1[0] || 
=====================================
;
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:38:49 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Trade Shows  | ServerResponse: MONTREAL Server Trade Shows:
 (MTLA150620) in the Afternoon of 15/06/2020 Total[Remaining] Capacity: 12[12] || 
=====================================
;
DATE: 2020-03-29 10:41:52 PM  Server is Up & Running
DATE: 2020-03-29 10:41:52 PM  UDP Server Started at port 8888
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  CORBA addEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences bookingCapacity 2  | ServerResponse: Success: Event MTLA090620 added successfully
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  CORBA addEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows bookingCapacity 2  | ServerResponse: Success: Event MTLA080620 added successfully
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  CORBA addEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars bookingCapacity 1  | ServerResponse: Success: Event MTLE230620 added successfully
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  CORBA addEvent  | RequestParameters:  eventID: MTLA150620 eventType: Trade Shows bookingCapacity 12  | ServerResponse: Success: Event MTLA150620 added successfully
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences  | ServerResponse: Success: Event MTLA090620 Booked Successfully
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences  | ServerResponse: Success: Event MTLA090620 Booked Successfully;
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully;
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC4114 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC4114 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC4114 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Booked Successfully;
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Conferences  | ServerResponse: MONTREAL Server Conferences:
 (MTLA090620) in the Afternoon of 09/06/2020 Total[Remaining] Capacity: 2[1] || 
=====================================
;
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Seminars  | ServerResponse: MONTREAL Server Seminars:
 (MTLE230620) in the Evening of 23/06/2020 Total[Remaining] Capacity: 1[1] || 
=====================================
;
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Trade Shows  | ServerResponse: MONTREAL Server Trade Shows:
 (MTLA080620) in the Afternoon of 08/06/2020 Total[Remaining] Capacity: 2[0] ||  (MTLA150620) in the Afternoon of 15/06/2020 Total[Remaining] Capacity: 12[12] || 
=====================================
;
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP request received bookEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  CORBA bookEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars  | ServerResponse: Success: Event MTLE230620 Booked Successfully
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP reply sent bookEvent  | RequestParameters:  eventID: MTLE230620 eventType: Seminars  | ServerResponse: Success: Event MTLE230620 Booked Successfully;
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP request received cancelEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  CORBA cancelEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences  | ServerResponse: Success: Event MTLA090620 Canceled for QUEC1234
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP reply sent cancelEvent  | RequestParameters:  eventID: MTLA090620 eventType: Conferences  | ServerResponse: Success: Event MTLA090620 Canceled for QUEC1234;
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP request sent removeEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse:  ... 
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC1234 | RequestType:  UDP reply receivedremoveEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Was Removed from QUEC1234 Schedule
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC4114 | RequestType:  UDP request sent removeEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse:  ... 
DATE: 2020-03-29 10:42:02 PM ClientID: QUEC4114 | RequestType:  UDP reply receivedremoveEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event MTLA080620 Was Removed from QUEC4114 Schedule
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  CORBA removeEvent  | RequestParameters:  eventID: MTLA080620 eventType: Trade Shows  | ServerResponse: Success: Event Removed Successfully
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Conferences  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Conferences  | ServerResponse: MONTREAL Server Conferences:
 (MTLA090620) in the Afternoon of 09/06/2020 Total[Remaining] Capacity: 2[2] || 
=====================================
;
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Seminars  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Seminars  | ServerResponse: MONTREAL Server Seminars:
 (MTLE230620) in the Evening of 23/06/2020 Total[Remaining] Capacity: 1[0] || 
=====================================
;
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP request received listEventAvailability  | RequestParameters:  eventType: Trade Shows  | ServerResponse:  ...
DATE: 2020-03-29 10:42:02 PM ClientID: Event Manager | RequestType:  UDP reply sent listEventAvailability  | RequestParameters:  eventID: null eventType: Trade Shows  | ServerResponse: MONTREAL Server Trade Shows:
 (MTLA150620) in the Afternoon of 15/06/2020 Total[Remaining] Capacity: 12[12] || 
=====================================
;
